2324,Avery 508,Mike Caudle,37828,0.5,Ontario,Labels,0.36
2325,"Imation 3.5 IBM Diskettes, 10/Box",Andy Reiter,37920,8.99,Ontario,Computer Peripherals,0.79
2326,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Erin Ashbrook,38052,1.99,Ontario,Computer Peripherals,0.44
2327,Staples Copy Paper (20Lb. and 84 Bright),Jim Mitchum,38080,4.7,Ontario,Paper,0.38
2328,Staples� General Use 3-Ring Binders,Amy Cox,38145,1.49,Ontario,Binders and Binder Accessories,0.37
2329,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Amy Cox,38145,4.8,Ontario,Office Furnishings,0.68
2330,Bush Advantage Collection� Round Conference Table,Cynthia Arntzen,38437,52.2,Ontario,Tables,0.64
2331,Newell 321,Cynthia Arntzen,38437,2.31,Ontario,Pens & Art Supplies,0.56
2332,"Belkin 325VA UPS Surge Protector, 6'",Melanie Page,38503,3.99,Ontario,Appliances,0.6
2333,Accessory36,Melanie Page,38503,5,Ontario,Telephones and Communication,0.83
2334,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Melanie Page,38503,15.68,Ontario,Office Furnishings,0.62
2335,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Dave Hallsten,38530,2.99,Ontario,Binders and Binder Accessories,0.36
2336,"Eureka Hand Vacuum, Bagless",Dave Hallsten,38530,19.99,Ontario,Appliances,0.57
2337,Economy Binders,Eugene Hildebrand,38726,1.49,Ontario,Binders and Binder Accessories,0.36
2338,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty� Dirt Cup,Nancy Lomonaco,39172,19.99,Ontario,Appliances,0.59
2339,Xerox 1920,Nancy Lomonaco,39172,7.5,Ontario,Paper,0.4
2340,Accessory1,Gary Zandusky,39269,2.5,Ontario,Telephones and Communication,0.36
2341,Acme Kleencut� Forged Steel Scissors,Andy Yotov,39330,5.3,Ontario,"Scissors, Rulers and Trimmers",0.55
2342,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Cynthia Arntzen,39365,1.99,Ontario,Computer Peripherals,0.5
2343,Logitech Internet Navigator Keyboard,Edward Becker,39430,6.5,Ontario,Computer Peripherals,0.79
2344,"Tyvek � Top-Opening Peel & Seel Envelopes, Plain White",Naresj Patel,39555,8.23,Ontario,Envelopes,0.38
2345,Staples Plastic Wall Frames,Ed Ludwig,39749,4.95,Ontario,Office Furnishings,0.41
2346,Panasonic KX-P1131 Dot Matrix Printer,Ed Ludwig,39749,17.86,Ontario,Office Machines,0.58
2347,12 Colored Short Pencils,Ed Ludwig,39749,2.4,Ontario,Pens & Art Supplies,0.58
2348,5185,Roy French,39815,8.99,Ontario,Telephones and Communication,0.58
2349,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Aimee Bixby,40001,3.99,Ontario,Appliances,0.56
2350,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Jesus Ocampo,40386,0.49,Ontario,Labels,0.36
2351,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Naresj Patel,40647,19.99,Ontario,Paper,0.36
2352,SAFCO Optional Arm Kit for Workspace� Cribbage Stacking Chair,Darren Budd,41120,5.3,Ontario,Chairs & Chairmats,
2353,DAX Solid Wood Frames,Darren Budd,41120,0.99,Ontario,Office Furnishings,0.48
2354,"Eldon Regeneration Recycled Desk Accessories, Smoke",Darren Budd,41122,4.08,Ontario,Office Furnishings,0.53
2355,Newell 314,Edward Nazzal,41187,0.7,Ontario,Pens & Art Supplies,0.6
2356,Xerox 1899,Edward Nazzal,41187,4.96,Ontario,Paper,0.36
2357,Carina Double Wide Media Storage Towers in Natural & Black,Eugene Hildebrand,41221,35,Ontario,Storage & Organization,0.81
2358,GBC Standard Therm-A-Bind Covers,Eileen Kiefer,41282,12.98,Ontario,Binders and Binder Accessories,0.39
2359,"80 Minute CD-R Spindle, 100/Pack - Staples",Jonathan Howell,41312,1.99,Ontario,Computer Peripherals,0.54
2360,"Conquest� 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Brian Stugart,41318,13.22,Ontario,Appliances,0.56
2361,Staples Pushpins,Magdelene Morse,41345,0.79,Ontario,Rubber Bands,0.5
2362,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Edward Becker,41604,5.19,Ontario,Binders and Binder Accessories,0.38
2363,Eldon Executive Woodline II Cherry Finish Desk Accessories,Tamara Dahlen,41891,18.98,Ontario,Office Furnishings,0.57
2364,"Angle-D Binders with Locking Rings, Label Holders",Eugene Hildebrand,42022,7.72,Ontario,Binders and Binder Accessories,0.38
2365,Advantus Map Pennant Flags and Round Head Tacks,Eugene Hildebrand,42022,2,Ontario,Rubber Bands,0.53
2366,Wilson Jones Impact Binders,Christine Phan,42081,5.74,Ontario,Binders and Binder Accessories,0.36
2367,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Christine Phan,42081,1.39,Ontario,Envelopes,0.35
2368,6120,Christine Phan,42081,8.8,Ontario,Telephones and Communication,0.58
2369,Newell 339,Erin Smith,42086,0.97,Ontario,Pens & Art Supplies,0.59
2370,Micro Innovations Media Access Pro Keyboard,Ted Trevino,42246,4,Ontario,Computer Peripherals,0.76
2371,*Staples* Highlighting Markers,Ted Trevino,42246,0.71,Ontario,Pens & Art Supplies,0.52
2372,Xerox 1994,Tamara Dahlen,42465,5.74,Ontario,Paper,0.37
2373,Xerox 1936,Eileen Kiefer,42657,5.97,Ontario,Paper,0.38
2374,"Wilson Jones 1"" Hanging DublLock� Ring Binders",Ted Trevino,42820,2.99,Ontario,Binders and Binder Accessories,0.37
2375,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",David Philippe,42848,5.83,Ontario,Paper,0.36
2376,Xerox 1891,James Lanier,43269,5.81,Ontario,Paper,0.38
2377,GBC DocuBind P100 Manual Binding Machine,James Lanier,43269,19.99,Ontario,Binders and Binder Accessories,0.4
2378,Xerox 23,Anemone Ratner,43367,5.14,Ontario,Paper,0.37
2379,Acme� Elite Stainless Steel Scissors,Anemone Ratner,43367,2.64,Ontario,"Scissors, Rulers and Trimmers",0.59
2380,Space Solutions Commercial Steel Shelving,Anemone Ratner,43367,35,Ontario,Storage & Organization,0.8
2381,Newell 323,Cari MacIntyre,43399,1.57,Ontario,Pens & Art Supplies,0.59
2382,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Cari MacIntyre,43399,69.64,Ontario,Tables,0.77
2383,White GlueTop Scratch Pads,Cari MacIntyre,43399,1.97,Ontario,Paper,0.39
2384,Holmes Odor Grabber,Melanie Page,43875,6.75,Ontario,Appliances,0.52
2385,"Global Airflow Leather Mesh Back Chair, Black",Melanie Page,43875,143.71,Ontario,Chairs & Chairmats,0.55
2386,Canon P1-DHIII Palm Printing Calculator,Melanie Page,43875,8.51,Ontario,Office Machines,0.4
2387,A1228,Melanie Page,43875,8.99,Ontario,Telephones and Communication,0.58
2388,Timeport L7089,Melanie Page,43875,7.69,Ontario,Telephones and Communication,0.58
2389,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Cynthia Arntzen,44197,53.48,Ontario,Bookcases,0.65
2390,*Staples* Highlighting Markers,Erin Smith,44229,0.71,Ontario,Pens & Art Supplies,0.52
2391,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Chris Selesnick,44386,4.97,Ontario,Binders and Binder Accessories,0.38
2392,"Memorex 4.7GB DVD+RW, 3/Pack",Chris Selesnick,44386,1.99,Ontario,Computer Peripherals,0.4
2393,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Noel Staavos,44390,8.99,Ontario,Office Furnishings,0.35
2394,Accessory8,Dean Braden,44612,1.25,Ontario,Telephones and Communication,0.39
2395,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,George Bell,44614,5,Ontario,Appliances,0.55
2396,"Micro Innovations Micro 3000 Keyboard, Black",George Bell,44614,5.89,Ontario,Computer Peripherals,0.75
2397,Staples� General Use 3-Ring Binders,Edward Becker,44615,1.49,Ontario,Binders and Binder Accessories,0.37
2398,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Lena Creighton,44864,9.23,Ontario,Appliances,0.58
2399,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Joni Sundaresam,44900,5.03,Ontario,Paper,0.37
2400,Xerox 212,Tamara Chand,44960,8.4,Ontario,Paper,0.37
2401,Acme� Office Executive Series Stainless Steel Trimmers,Tamara Chand,44960,6.14,Ontario,"Scissors, Rulers and Trimmers",0.59
2402,BASF Silver 74 Minute CD-R,Tamara Chand,44960,1.99,Ontario,Computer Peripherals,0.51
2403,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Anthony Witt,44992,10.17,Ontario,Office Machines,0.37
2404,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Anthony Witt,44992,69.64,Ontario,Tables,0.72
2405,Rush Hierlooms Collection Rich Wood Bookcases,Erin Smith,45125,35.02,Ontario,Bookcases,0.72
2406,5165,Erin Smith,45125,4.99,Ontario,Telephones and Communication,0.59
2407,"Global Airflow Leather Mesh Back Chair, Black",George Ashbrook,45190,43.71,Ontario,Chairs & Chairmats,0.55
2408,Euro Pro Shark Stick Mini Vacuum,George Ashbrook,45414,49,Ontario,Appliances,0.59
2409,Fellowes Superior 10 Outlet Split Surge Protector,Nat Carroll,45700,4.5,Ontario,Appliances,0.56
2410,Hon Olson Stacker Stools,Duane Huffman,45824,24.49,Ontario,Chairs & Chairmats,0.57
2411,"Bush Westfield Collection Bookcases, Fully Assembled",George Ashbrook,45991,35.84,Ontario,Bookcases,0.62
2412,Avery 506,George Ashbrook,45991,0.5,Ontario,Labels,0.39
2413,Xerox Blank Computer Paper,Jonathan Howell,46307,5.77,Ontario,Paper,0.38
2414,"SAFCO Mobile Desk Side File, Wire Frame",Jonathan Howell,46307,6.22,Ontario,Storage & Organization,
2415,Large Capacity Hanging Post Binders,David Philippe,46434,2.99,Ontario,Binders and Binder Accessories,0.39
2416,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Matt Hagelstein,46466,13.99,Ontario,Office Furnishings,0.67
2417,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Edward Nazzal,46528,37.58,Ontario,Office Furnishings,0.78
2418,Xerox 1939,Edward Nazzal,46528,9.54,Ontario,Paper,0.37
2419,Global Deluxe Office Fabric Chairs,Magdelene Morse,46626,58.2,Ontario,Chairs & Chairmats,0.58
2420,Hayes Optima 56K V.90 Internal Voice Modem,Eudokia Martin,46853,11.25,Ontario,Computer Peripherals,0.51
2421,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Darren Budd,46855,0.7,Ontario,Office Furnishings,0.68
2422,Adesso Programmable 142-Key Keyboard,Jesus Ocampo,46919,6.5,Ontario,Computer Peripherals,0.74
2423,Tuff Stuff� Recycled Round Ring Binders,Allen Golden,46977,1.49,Ontario,Binders and Binder Accessories,0.36
2424,2180,Allen Golden,46977,8.99,Ontario,Telephones and Communication,0.57
2425,"Binney & Smith Crayola� Metallic Colored Pencils, 8-Color Set",Cynthia Arntzen,47041,1.93,Ontario,Pens & Art Supplies,0.52
2426,Sensible Storage WireTech Storage Systems,Eileen Kiefer,47301,35,Ontario,Storage & Organization,0.8
2427,Balt Solid Wood Rectangular Table,Philip Brown,47714,41.64,Ontario,Tables,0.75
2428,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Darren Budd,48003,4.38,Ontario,Computer Peripherals,0.75
2429,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Darren Budd,48003,9.68,Ontario,Office Furnishings,0.44
2430,6162m,Ruben Ausman,48195,2.5,Ontario,Telephones and Communication,0.57
2431,Accessory41,Ruben Ausman,48195,5.99,Ontario,Telephones and Communication,0.38
2432,iDENi80s,Ruben Ausman,48195,19.99,Ontario,Telephones and Communication,0.59
2433,Canon MP41DH Printing Calculator,Eileen Kiefer,48357,13.99,Ontario,Office Machines,0.38
2434,Avery 506,George Bell,48615,0.5,Ontario,Labels,0.39
2435,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro� Back, 8-1/2x11, 25/Bx",George Bell,48615,14.83,Ontario,Office Furnishings,0.54
2436,Staples 4 Outlet Surge Protector,Matt Collister,48642,3.5,Ontario,Appliances,0.58
2437,Logitech Cordless Elite Duo,Matt Collister,48642,7.18,Ontario,Computer Peripherals,0.4
2438,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",Cynthia Arntzen,48710,1.6,Ontario,Paper,0.38
2439,Belkin MediaBoard 104- Keyboard,Brian Stugart,49094,4,Ontario,Computer Peripherals,0.75
2440,HP Office Recycled Paper (20Lb. and 87 Bright),Edward Becker,49125,7.64,Ontario,Paper,0.36
2441,Newell 342,Noah Childs,49216,3.97,Ontario,Pens & Art Supplies,0.56
2442,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Darren Budd,49538,5.58,Ontario,Office Furnishings,0.62
2443,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Dave Hallsten,49730,30,Ontario,Chairs & Chairmats,0.61
2444,Storex DuraTech Recycled Plastic Frosted Binders,Edward Nazzal,49924,5.41,Ontario,Binders and Binder Accessories,0.35
2445,Eldon Pizzaz� Desk Accessories,Edward Nazzal,49924,4.57,Ontario,Office Furnishings,0.41
2446,GBC DocuBind P50 Personal Binding Machine,Anemone Ratner,50306,11.55,Ontario,Binders and Binder Accessories,0.38
2447,Staples 4 Outlet Surge Protector,Dan Lawera,50566,3.5,Ontario,Appliances,0.58
2448,Logitech Cordless Elite Duo,Nancy Lomonaco,50823,7.18,Ontario,Computer Peripherals,0.4
2449,Cardinal Holdit Business Card Pockets,Dan Lawera,50854,4.95,Ontario,Binders and Binder Accessories,0.37
2450,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Dan Lawera,50854,28.14,Ontario,Office Machines,0.38
2451,Fiskars� Softgrip Scissors,Dan Lawera,50854,3.37,Ontario,"Scissors, Rulers and Trimmers",0.57
2452,EcoTones� Memo Sheets,Theresa Coyne,51109,1.3,Ontario,Paper,0.37
2453,Avery 484,Lena Creighton,51395,0.5,Ontario,Labels,0.36
2454,Xerox 1952,Lena Creighton,51395,5.49,Ontario,Paper,0.38
2455,Boston 1799 Powerhouse� Electric Pencil Sharpener,David Philippe,51559,4.08,Ontario,Pens & Art Supplies,0.57
2456,"Carina Mini System Audio Rack, Model AR050B",Lena Creighton,51813,35,Ontario,Storage & Organization,0.82
2457,3.6 Cubic Foot Counter Height Office Refrigerator,James Lanier,51937,42.52,Ontario,Appliances,0.57
2458,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Darren Budd,52098,10.55,Ontario,Chairs & Chairmats,0.61
2459,Staples SlimLine Pencil Sharpener,Philip Brown,52102,5.81,Ontario,Pens & Art Supplies,0.6
2460,U.S. Robotics 56K Internet Call Modem,Jeremy Ellison,52135,19.99,Ontario,Computer Peripherals,0.5
2461,"Hon Metal Bookcases, Putty",Darren Budd,52162,9.68,Ontario,Bookcases,0.56
2462,Global Enterprise� Series Seating Low-Back Swivel/Tilt Chairs,Darren Budd,52162,1.35,Ontario,Chairs & Chairmats,0.55
2463,5170,Cari MacIntyre,52256,4.2,Ontario,Telephones and Communication,0.59
2464,"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate",Alan Hwang,52391,4.86,Ontario,Paper,0.38
2465,"Iris� 3-Drawer Stacking Bin, Black",Alan Hwang,52391,11.52,Ontario,Storage & Organization,0.83
2466,"Situations Contoured Folding Chairs, 4/Set",Magdelene Morse,52642,59.81,Ontario,Chairs & Chairmats,0.6
2467,Adesso Programmable 142-Key Keyboard,Magdelene Morse,52642,4,Ontario,Computer Peripherals,0.79
2468,Xerox 1908,Magdelene Morse,52642,4.86,Ontario,Paper,0.36
2469,"Dixon My First Ticonderoga Pencil, #2",Alan Hwang,52645,2.27,Ontario,Pens & Art Supplies,0.56
2470,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Alan Hwang,52645,3.5,Ontario,Appliances,0.59
2471,"Advantus Push Pins, Aluminum Head",Aimee Bixby,52711,3.37,Ontario,Rubber Bands,0.54
2472,Array� Memo Cubes,Lena Creighton,52896,2.04,Ontario,Paper,0.36
2473,"Bevis Round Bullnose 29"" High Table Top",Lena Creighton,52896,66.67,Ontario,Tables,0.65
2474,"Master Giant Foot� Doorstop, Safety Yellow",Eugene Hildebrand,52999,4,Ontario,Office Furnishings,0.42
2475,"Black Print Carbonless Snap-Off� Rapid Letter, 8 1/2"" x 7""",Eugene Hildebrand,52999,2.15,Ontario,Paper,0.4
2476,Xerox 1978,Eugene Hildebrand,52999,5.67,Ontario,Paper,0.36
2477,5165,Noel Staavos,53254,4.99,Ontario,Telephones and Communication,0.59
2478,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,Philip Brown,53281,58.92,Ontario,Chairs & Chairmats,0.64
2479,GBC DocuBind P100 Manual Binding Machine,Eudokia Martin,53285,19.99,Ontario,Binders and Binder Accessories,0.4
2480,Hoover WindTunnel� Plus Canister Vacuum,Edward Nazzal,53312,19.99,Ontario,Appliances,0.57
2481,"Eldon Spacemaker� Box, Quick-Snap Lid, Clear",Edward Nazzal,53312,7.49,Ontario,Pens & Art Supplies,0.54
2482,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Erin Ashbrook,53637,9.83,Ontario,Envelopes,0.4
2483,*Staples* Highlighting Markers,Tamara Chand,53698,0.71,Ontario,Pens & Art Supplies,0.52
2484,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Mike Caudle,54183,5.5,Ontario,Computer Peripherals,0.44
2485,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Mike Caudle,54183,8.99,Ontario,Pens & Art Supplies,0.59
2486,Accessory37,Cari MacIntyre,54245,2.5,Ontario,Telephones and Communication,0.81
2487,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Alan Hwang,54339,3.99,Ontario,Appliances,0.57
2488,3390,Alan Hwang,54339,5.31,Ontario,Telephones and Communication,0.57
2489,Avery Legal 4-Ring Binder,Dave Hallsten,54401,1.49,Ontario,Binders and Binder Accessories,0.35
2490,"DAX Metal Frame, Desktop, Stepped-Edge",Fred Hopkins,54563,8.99,Ontario,Office Furnishings,0.46
2491,Letter or Legal Size Expandable Poly String Tie Envelopes,Jonathan Howell,54694,6.35,Ontario,Envelopes,0.36
2492,Keytronic 105-Key Spanish Keyboard,Matt Collister,54755,4,Ontario,Computer Peripherals,0.77
2493,Xerox 1983,Duane Huffman,54914,5.46,Ontario,Paper,0.36
2494,Eldon Simplefile� Box Office�,Duane Huffman,54914,6.27,Ontario,Storage & Organization,0.57
2495,TIMEPORT P8767,Kelly Lampkin,55073,3.99,Ontario,Telephones and Communication,0.57
2496,Binding Machine Supplies,Edward Nazzal,55270,6.27,Ontario,Binders and Binder Accessories,0.37
2497,High Speed Automatic Electric Letter Opener,Philip Brown,55716,24.49,Ontario,"Scissors, Rulers and Trimmers",0.81
2498,Panasonic KX-P1150 Dot Matrix Printer,Dean Braden,55776,17.85,Ontario,Office Machines,0.56
2499,"Wilson Jones Hanging View Binder, White, 1""",Erica Smith,55874,6.05,Ontario,Binders and Binder Accessories,0.39
2500,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Erica Smith,55874,4.62,Ontario,Computer Peripherals,0.64
2501,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Dave Hallsten,56002,6.71,Ontario,Envelopes,0.35
2502,Xerox 1908,Dave Hallsten,56002,4.86,Ontario,Paper,0.36
2503,Fellowes Super Stor/Drawer� Files,Dave Hallsten,56002,19.99,Ontario,Storage & Organization,0.66
2504,Hon 5100 Series Wood Tables,Dave Hallsten,56002,69,Ontario,Tables,0.67
2505,Xerox 1977,Erica Smith,56039,5.2,Ontario,Paper,0.37
2506,"Fellowes Personal Hanging Folder Files, Navy",Jim Mitchum,56710,5.5,Ontario,Storage & Organization,0.57
2507,StarTAC 7760,Jim Mitchum,56710,3.99,Ontario,Telephones and Communication,0.59
2508,Belkin ErgoBoard� Keyboard,Jim Mitchum,56710,6.5,Ontario,Computer Peripherals,0.64
2509,Imation DVD-RAM discs,Jim Mitchum,56710,1.99,Ontario,Computer Peripherals,0.43
2510,LX 677,David Philippe,57092,8.99,Ontario,Telephones and Communication,0.57
2511,"Metal Folding Chairs, Beige, 4/Carton",Darren Budd,57253,0.75,Ontario,Chairs & Chairmats,0.58
2512,Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms,Darren Budd,57253,53.03,Ontario,Chairs & Chairmats,0.64
2513,Telescoping Adjustable Floor Lamp,Darren Budd,57253,35,Ontario,Office Furnishings,0.6
2514,"Iceberg OfficeWorks 42"" Round Tables",Darren Budd,57253,5.68,Ontario,Tables,0.7
2515,232,Darren Budd,57253,5.26,Ontario,Telephones and Communication,0.55
2516,Presstex Flexible Ring Binders,George Ashbrook,57382,1.49,Ontario,Binders and Binder Accessories,0.35
2517,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",George Ashbrook,57382,5.76,Ontario,Envelopes,0.35
2518,Decoflex Hanging Personal Folder File,Tamara Chand,57415,5.41,Ontario,Storage & Organization,0.59
2519,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Darren Budd,57606,3.62,Ontario,Computer Peripherals,0.61
2520,Xerox 1897,Edward Becker,57794,6.07,Ontario,Paper,0.36
2521,Eldon� Wave Desk Accessories,David Philippe,58054,5.33,Ontario,Office Furnishings,0.43
2522,GBC VeloBinder Strips,Anemone Ratner,58113,6.16,Ontario,Binders and Binder Accessories,0.35
2523,2160i,Anemone Ratner,58113,4.2,Ontario,Telephones and Communication,0.59
2524,Bionaire Personal Warm Mist Humidifier/Vaporizer,Janet Martin,58528,5.1,Ontario,Appliances,0.46
2525,Colored Envelopes,Janet Martin,58528,2.5,Ontario,Envelopes,0.39
2526,"Global Leather and Oak Executive Chair, Black",Edward Nazzal,58598,64.73,Ontario,Chairs & Chairmats,0.56
2527,Advantus SlideClip� Paper Clips,Edward Nazzal,58598,0.7,Ontario,Rubber Bands,0.37
2528,Document Clip Frames,Alan Hwang,58851,0.96,Ontario,Office Furnishings,0.43
